wages,education,age,sex,language,logwages
18.13,16,33,Male,English,2.897568025
17,8.2,35,Male,English,2.833213344
11,10,33,Male,English,2.397895273
6.61,16,29,Male,English,1.888583654
19.19,13,64,Female,English,2.95438931
38.4,15.2,39,Male,English,3.64805746
6,10,16,Male,English,1.791759469
27.36,19.7,46,Female,English,3.309082093
8.9,12,46,Male,English,2.186051277
9,14.5,20,Male,English,2.197224577
12,15,51,Male,Other,2.48490665
12.9,17,23,Male,English,2.557227311
16.67,12,48,Male,English,2.813610697
18.58,8,54,Male,French,2.922085733
19,13,41,Male,English,2.944438979
25.51,16.5,37,Female,English,3.239070532
23.04,17,49,Female,English,3.137231836
14.47,12,39,Male,English,2.672077541
7.5,12,29,Female,English,2.014903021
11.55,10.5,51,Female,English,2.446685437
12,15,27,Female,English,2.48490665
17.57,18,27,Male,Other,2.866192902
10,19.3,27,Female,French,2.302585093
15.54,12,34,Male,English,2.743417345
8.33,11,22,Male,English,2.119863456
7,12.5,54,Female,English,1.945910149
6.7,12.5,39,Female,English,1.902107526
17.67,16,44,Female,English,2.871868286
10.08,13,26,Female,English,2.310553263
18.24,16.5,26,Male,English,2.903616985
19.56,20,46,Male,English,2.973486665
8,15,23,Female,English,2.079441542
5.22,15,33,Female,English,1.652497402
25.44,10.6,35,Male,English,3.236322738
8.48,12.5,21,Male,English,2.13771045
14.88,12,35,Female,Other,2.700018029
22.53,15,37,Male,English,3.114847754
7,11,18,Female,English,1.945910149
9.54,8.5,38,Male,English,2.255493485
9.32,13,49,Female,English,2.232162629
26.82,12.5,36,Female,Other,3.289147878
23.68,13,39,Female,Other,3.16463081
6.15,12.6,19,Female,English,1.816452082
9.5,12,58,Female,English,2.251291799
11.97,14.1,27,Male,English,2.48240352
15.89,13,42,Female,English,2.765689981
23.04,20,33,Female,English,3.137231836
15.42,16,24,Female,English,2.735665368
14.63,12,35,Female,English,2.683074215
8.79,12.5,47,Male,Other,2.173614712
18.72,17,27,Male,English,2.929592471
6.85,16.8,25,Female,English,1.924248652
7.78,14,33,Male,English,2.051556338
15.85,14.5,40,Female,English,2.7631695
6.35,13,18,Male,English,1.848454813
31.2,16,68,Female,English,3.440418095
38.07,19,40,Male,English,3.63942657
5.75,14.3,36,Female,English,1.749199855
12,8,57,Male,English,2.48490665
15.74,17.6,25,Male,English,2.756205243
12.91,9,54,Male,English,2.558002205
15.36,12.5,26,Male,English,2.731766728
25.44,11,41,Male,English,3.236322738
9.24,15,21,Female,English,2.223541886
8.5,12,18,Male,French,2.140066163
8.7,12,45,Female,English,2.163323026
16.32,15.1,38,Male,English,2.79239135
6.09,14,22,Male,French,1.806648082
21.6,18,31,Female,English,3.072693315
17.5,11.5,25,Male,French,2.862200881
6.4,11.5,25,Female,English,1.85629799
14.65,13.1,42,Female,English,2.684440335
6.34,14,21,Female,English,1.846878768
40.56,15,45,Female,English,3.702782359
13.7,20,39,Female,French,2.617395833
24,12,38,Female,English,3.17805383
18.24,14.5,63,Male,English,2.903616985
13.25,14,45,Female,English,2.583997552
9.7,11,60,Female,English,2.272125886
10.75,13.6,36,Female,Other,2.374905755
2.3,12,44,Female,English,0.832909123
24.36,12,45,Male,English,3.192942443
14.88,16,45,Female,English,2.700018029
17.14,14,28,Male,English,2.841414913
17.1,12,49,Female,English,2.839078464
14.4,12,31,Female,English,2.667228207
7.56,14,40,Female,English,2.02287119
9.75,11,51,Male,French,2.277267285
18.46,19,50,Male,English,2.915606229
22.08,20,40,Female,English,3.094672221
8.33,13.3,22,Male,English,2.119863456
26.93,14,57,Female,Other,3.293240907
22.36,18.7,35,Male,English,3.107273648
19.2,19,30,Female,English,2.954910279
21.68,13,56,Male,English,3.076390177
8.33,15,34,Male,English,2.119863456
22.27,20,38,Female,English,3.103240481
29.9,14,45,Male,English,3.39785848
23.81,17,35,Female,English,3.17010566
28.32,17,38,Male,French,3.343568269
7.2,17,25,Male,Other,1.974081026
10,12.3,21,Male,English,2.302585093
17.21,17,25,Male,English,2.84549061
12.48,12,36,Female,French,2.524127363
18.24,17,35,Female,English,2.903616985
23.04,16,31,Female,English,3.137231836
15.99,15.2,64,Male,English,2.771963527
19.2,10,47,Male,English,2.954910279
11.88,12,33,Female,English,2.474856314
11.92,14.5,22,Male,English,2.478217662
18,12,33,Male,English,2.890371758
31.74,17,49,Female,Other,3.457577715
8.5,14.5,22,Male,English,2.140066163
24,15,38,Female,English,3.17805383
11,17.3,22,Male,English,2.397895273
24.05,14,31,Male,English,3.180134997
19.2,12,47,Male,English,2.954910279
17.26,11.2,53,Male,English,2.848391686
44.78,11,39,Male,English,3.801761611
14.02,9,48,Male,English,2.640484882
8,15.6,54,Female,English,2.079441542
12.86,14,32,Female,English,2.554121719
13.8,11,42,Female,English,2.624668592
22.32,13.8,47,Male,English,3.105483138
8.75,10,40,Female,English,2.1690537
8.89,12.5,46,Female,English,2.18492705
15.5,14,24,Female,English,2.740840024
15.16,14.6,32,Female,English,2.71866038
6.13,12.6,33,Female,English,1.81319475
7,12,17,Female,English,1.945910149
6.7,10,22,Female,English,1.902107526
8.5,9,54,Female,English,2.140066163
3.84,12,20,Male,English,1.345472367
17,9,60,Male,English,2.833213344
24,11,60,Male,English,3.17805383
15.57,12,52,Female,English,2.745345986
13.48,9,39,Female,English,2.601207105
12.5,13.5,60,Female,French,2.525728644
6.75,12.3,18,Female,English,1.909542505
21.6,13,42,Male,English,3.072693315
25.85,18,30,Male,English,3.252310601
5.75,12,51,Male,Other,1.749199855
6.63,12,19,Male,English,1.891604804
15,6,51,Male,Other,2.708050201
19.97,13,56,Female,English,2.994231147
13.7,15,39,Female,Other,2.617395833
17.45,10,64,Male,English,2.859339649
8.34,17,24,Female,English,2.121063216
8.41,11,58,Male,Other,2.129421474
14,16.4,25,Female,English,2.63905733
8.6,9,29,Male,Other,2.151762203
11.18,0,64,Male,Other,2.414126468
14.4,13.2,42,Male,English,2.667228207
16,13.5,38,Male,English,2.772588722
20.64,13,32,Male,English,3.027230941
11.8,9,60,Female,English,2.468099531
6.25,10,16,Female,English,1.832581464
23.04,20,42,Male,English,3.137231836
11.9,12,36,Female,English,2.4765384
9.01,10,16,Male,English,2.198335072
47.36,16,44,Female,Other,3.857777991
8,13.5,25,Male,English,2.079441542
15.84,12,53,Male,English,2.762538386
12.07,13,55,Female,English,2.490723035
20,17,29,Male,Other,2.995732274
12.48,12.5,31,Female,French,2.524127363
7.93,12,30,Female,English,2.070653036
30.24,17,51,Female,English,3.409165551
8.75,14.1,25,Male,English,2.1690537
12.2,13,34,Male,English,2.501435952
18.75,18,53,Female,English,2.931193752
15.95,13,54,Male,English,2.769458829
11,13.2,25,Male,English,2.397895273
13,17.5,41,Female,English,2.564949357
15.36,12,47,Female,English,2.731766728
7.1,9,50,Female,French,1.960094784
10.84,11,36,Male,French,2.383242996
15.36,12,36,Male,French,2.731766728
21.39,16,38,Male,English,3.062923523
7.08,17,28,Female,English,1.957273908
6.7,13.9,20,Female,English,1.902107526
26.77,14,34,Male,English,3.287281858
15,13,32,Female,English,2.708050201
30,16,37,Male,English,3.401197382
17.62,12,39,Male,French,2.869034621
10,9,46,Female,English,2.302585093
9.89,18,29,Female,Other,2.291524146
25,15,32,Female,Other,3.218875825
32.12,20,58,Male,English,3.469478889
25,13,30,Female,English,3.218875825
7.36,12.5,36,Female,English,1.996059933
8.75,11,17,Female,Other,2.1690537
15.23,10,45,Male,English,2.723267167
18,12,47,Male,Other,2.890371758
27.8,9,30,Female,English,3.325036021
17.95,15.5,24,Female,English,2.887590115
40.05,20,50,Female,Other,3.690128674
12.5,9.5,29,Male,English,2.525728644
13.05,9,64,Female,French,2.568788134
17.85,13,44,Male,English,2.882003508
15,14,31,Male,English,2.708050201
10,13,34,Female,English,2.302585093
11.29,13,31,Male,English,2.423917378
7.54,12,38,Female,English,2.020222182
14.96,13,27,Male,English,2.705379973
10.26,10,32,Male,English,2.32825284
3.75,10,16,Male,English,1.32175584
16.22,12,26,Male,English,2.786245049
33.59,15.5,53,Female,English,3.514228404
11,14.8,36,Male,English,2.397895273
20.3,12,32,Female,English,3.010620886
15.75,20,34,Male,English,2.756840365
13.59,13,42,Female,Other,2.609334228
11.5,12,41,Male,English,2.442347035
9.35,17,24,Male,English,2.235376343
8.12,12.1,16,Male,English,2.094330154
4.96,16,21,Female,English,1.601405741
32.64,12,65,Male,English,3.48553853
28.73,15.5,36,Male,English,3.357941873
9.6,12,39,Female,Other,2.261763098
16.51,13,27,Male,French,2.803966258
24.07,19,29,Female,English,3.180966252
16.5,18,47,Male,English,2.803360381
14.71,9,54,Male,English,2.688527535
19,18.3,40,Male,Other,2.944438979
7.5,15,31,Male,Other,2.014903021
19.2,7,56,Male,English,2.954910279
16,10,48,Male,English,2.772588722
16.22,10,47,Male,English,2.786245049
6.83,14.3,41,Male,English,1.921324674
3.64,13.5,33,Female,English,1.291983682
19.2,12,30,Female,English,2.954910279
7.5,12.3,25,Female,Other,2.014903021
10.18,15.3,37,Female,English,2.320425011
30,17,24,Female,English,3.401197382
17.76,10,50,Male,English,2.876948738
6.58,12,23,Male,English,1.884034745
14.23,13,64,Female,Other,2.655352412
10,20,30,Female,English,2.302585093
7,17,34,Female,English,1.945910149
22.39,17.5,41,Female,English,3.108614431
4.29,13,42,Female,Other,1.456286733
46.15,11,18,Male,English,3.831896961
11.52,9,53,Female,Other,2.444084655
6.85,8,49,Female,English,1.924248652
6.53,10,45,Female,English,1.876406943
23.96,14,36,Male,English,3.176385773
28.74,17.5,54,Male,Other,3.358289881
23.04,13.5,54,Male,English,3.137231836
16.81,12,61,Female,English,2.821973947
24,12,39,Male,English,3.17805383
19.55,14.1,27,Male,English,2.972975286
7.2,19,25,Female,English,1.974081026
8.55,11,38,Female,English,2.145931283
19.39,15,26,Male,English,2.964757469
24.48,19,31,Male,English,3.197856458
17,10.5,31,Male,English,2.833213344
20.16,16,48,Male,English,3.003700443
18.56,13.1,36,Female,English,2.921008727
12.81,15,35,Female,English,2.550226116
7.03,12,25,Male,English,1.950186706
25.8,12,54,Female,English,3.250374492
26.11,16,43,Male,English,3.262318383
20.64,14,44,Female,English,3.027230941
11.99,13.5,33,Male,English,2.484072969
7.4,12.9,19,Male,English,2.00148
31.71,12,42,Male,English,3.456632089
11,10,36,Female,English,2.397895273
22.4,15.1,35,Female,English,3.109060959
6.75,16,22,Female,English,1.909542505
18.24,10,46,Female,English,2.903616985
7.47,9.4,24,Female,English,2.010894999
12.39,9,37,Male,English,2.516889696
33.59,17,46,Male,English,3.514228404
20.85,18,42,Female,English,3.037353948
15.28,12,30,Female,English,2.726544784
17.1,13,29,Male,English,2.839078464
11.68,8,60,Male,French,2.457877977
7,13,26,Female,French,1.945910149
5.69,10,38,Female,English,1.738710248
22.54,15,36,Male,English,3.115291509
8.53,13,37,Female,English,2.143589362
14.13,19,46,Male,English,2.648300197
16.32,14.5,45,Female,English,2.79239135
12.29,17.5,28,Female,Other,2.508785924
9.23,12,36,Female,English,2.222459049
15,17,51,Male,English,2.708050201
19.61,13.9,31,Female,English,2.97603964
27.79,18.1,35,Female,English,3.324676244
10.56,16,24,Male,English,2.357073278
7,14.5,25,Female,Other,1.945910149
10,14.5,23,Male,Other,2.302585093
6.63,12.5,47,Female,English,1.891604804
18.92,12,51,Male,English,2.940219564
18.24,14.1,40,Female,English,2.903616985
29.26,16,43,Male,English,3.376221396
16.45,13,34,Female,English,2.800325477
11.49,12,50,Female,Other,2.441477092
6.7,15,21,Female,English,1.902107526
13.25,12.5,37,Male,English,2.583997552
14.59,18.1,43,Female,English,2.680336363
15.36,13.5,34,Male,English,2.731766728
16.4,13,55,Female,English,2.797281335
12,13.5,41,Male,English,2.48490665
9.15,12,17,Female,English,2.213753879
8.61,14.8,37,Female,English,2.152924318
25.58,17.3,42,Female,Other,3.241810796
21.6,12,42,Male,English,3.072693315
13.06,9,22,Male,Other,2.569554124
15,13,36,Male,English,2.708050201
9,14,31,Female,English,2.197224577
12.8,14,42,Female,English,2.549445171
16,16,32,Female,English,2.772588722
18.03,15,31,Female,English,2.892037037
12,17,19,Female,English,2.48490665
18.26,14,29,Male,English,2.904712875
15.84,20,29,Male,English,2.762538386
6.76,13,29,Female,Other,1.91102289
19.68,11,43,Male,English,2.979602892
24,16,54,Male,English,3.17805383
7,12,31,Female,English,1.945910149
3.63,13,19,Male,English,1.289232648
27.65,18,54,Male,English,3.319625728
17.87,17,25,Female,English,2.883123329
27.93,12.2,37,Male,French,3.32970138
14.35,10,34,Male,English,2.663749942
17.84,8,46,Male,English,2.881443127
15,12,44,Male,English,2.708050201
21,10,40,Female,English,3.044522438
25,16,37,Male,English,3.218875825
15.36,17.4,25,Female,English,2.731766728
21.12,17,45,Female,English,3.050220459
13.44,16.6,39,Female,English,2.598235335
20.31,14,37,Male,English,3.011113376
9.41,13.8,21,Female,English,2.241772954
6.8,12,19,Female,English,1.916922612
23.04,11,57,Female,English,3.137231836
9.21,10,17,Male,English,2.22028985
13.63,13,25,Female,English,2.612273246
24,16,44,Male,English,3.17805383
20.95,13,42,Male,English,3.042138646
7.5,11.5,44,Female,Other,2.014903021
17.34,12,37,Male,English,2.853015971
7.05,10,19,Female,English,1.953027617
21.3,10,31,Female,English,3.058707073
15,12.5,34,Male,English,2.708050201
13.56,13,43,Female,French,2.607124283
32.64,18,48,Male,English,3.48553853
47.88,19,49,Male,French,3.868697881
30.38,14,33,Male,English,3.413784497
23,14,45,Male,English,3.135494216
6.7,12,17,Male,English,1.902107526
23.04,12,35,Female,English,3.137231836
13.82,10,53,Female,Other,2.626116818
6.54,12,17,Male,English,1.877937165
12,12,28,Male,English,2.48490665
16.7,19,59,Female,Other,2.815408719
12.8,14.5,36,Female,Other,2.549445171
20,16,47,Male,English,2.995732274
9.03,16,29,Female,English,2.200552367
30.24,18,47,Male,English,3.409165551
16.73,12,40,Female,English,2.817203515
10,9,64,Male,English,2.302585093
12.78,11.5,33,Male,English,2.547881449
21.31,20,26,Male,English,3.059176446
45.36,15.7,24,Male,English,3.814630659
20.07,16,43,Male,English,2.999226163
8.39,17,24,Female,English,2.12704052
19.2,12,34,Male,English,2.954910279
35.2,14,40,Female,English,3.561046083
6.71,12,65,Female,English,1.903598951
21.6,12,47,Male,English,3.072693315
23.06,19,23,Female,English,3.138099515
14.84,10,49,Male,English,2.697326238
19.18,9,48,Male,English,2.953868069
12.37,12.5,42,Female,English,2.515274186
21.04,12,37,Female,English,3.046425388
6.75,11,61,Female,Other,1.909542505
10.98,12,26,Male,English,2.396075436
12,13.6,19,Female,English,2.48490665
10.7,15,28,Female,English,2.370243741
17.67,15,36,Male,English,2.871868286
9.99,15.5,23,Male,English,2.301584593
28.8,12.2,45,Male,French,3.360375387
14.38,16,27,Female,English,2.665838352
11.81,10,39,Male,English,2.46894663
6.5,12,19,Female,Other,1.871802177
22,10,47,Male,English,3.091042453
11.61,13.4,40,Female,English,2.451866796
9.43,12,35,Male,English,2.243896097
19.9,17,41,Male,English,2.990719732
8.65,13.1,20,Male,English,2.157559321
19.2,15.1,47,Male,English,2.954910279
10.18,12,28,Female,Other,2.320425011
6.76,10,16,Female,English,1.91102289
12.96,16.3,25,Female,English,2.561867691
7.35,18,26,Female,English,1.994700313
40.96,17,52,Male,English,3.712595981
13.59,12.5,29,Female,English,2.609334228
9.54,12.5,33,Male,English,2.255493485
14.49,10,46,Male,English,2.673458756
28.8,17.1,49,Male,Other,3.360375387
10,11,17,Male,English,2.302585093
6.7,14,21,Male,English,1.902107526
26.96,13.5,47,Male,English,3.294354286
12.19,13,19,Male,English,2.500615943
6.5,12,19,Female,English,1.871802177
32.91,17,52,Female,English,3.493776563
15,14.1,22,Female,English,2.708050201
15,14,31,Female,English,2.708050201
5.11,15.6,23,Female,English,1.631199404
7,15,18,Female,Other,1.945910149
31.2,10,52,Male,English,3.440418095
23.04,18,38,Female,English,3.137231836
6.78,13.8,18,Male,English,1.913977102
15.36,15,52,Female,English,2.731766728
13.68,11,49,Female,English,2.615934912
17,13,35,Female,English,2.833213344
25.92,14,53,Female,English,3.255014871
6.85,11,17,Male,English,1.924248652
13.92,14,31,Male,English,2.633326655
6.7,11,17,Female,English,1.902107526
16.59,20,26,Female,Other,2.808800104
14.06,12.3,19,Female,English,2.643333886
5.64,13.9,20,Male,English,1.729884066
10.45,19.3,45,Female,Other,2.346601978
14.34,10.6,38,Male,French,2.663052835
14.11,17,30,Female,English,2.646883766
16.96,0,42,Female,English,2.83085763
6.7,17,24,Female,English,1.902107526
7.39,15.5,20,Female,Other,2.000127735
10.85,15,32,Female,English,2.38416508
3.31,9,34,Female,Other,1.196948189
28.8,12,59,Male,English,3.360375387
13.96,13.5,27,Male,English,2.636196097
10,14,26,Male,English,2.302585093
21.5,16,49,Female,English,3.068052935
12.81,12,54,Female,English,2.550226116
19.2,13,39,Female,English,2.954910279
17.76,15,27,Male,English,2.876948738
14.4,9,55,Female,English,2.667228207
40,14,38,Female,English,3.688879454
10.87,8,51,Female,English,2.386006701
6.7,12,17,Male,English,1.902107526
6.91,11,48,Female,English,1.932969638
15.72,16,43,Female,English,2.754933787
25.67,13.5,30,Male,Other,3.245322995
29.33,18,40,Female,English,3.378610883
20,12.3,42,Female,French,2.995732274
22.98,14,29,Male,English,3.134624272
10,15,40,Female,English,2.302585093
11,12,36,Male,English,2.397895273
8.09,14,22,Female,Other,2.090628731
8.5,17.1,27,Male,English,2.140066163
19.75,19,33,Male,English,2.983153491
11,12,56,Female,French,2.397895273
12.6,13,38,Female,French,2.533696814
25.98,15,47,Female,English,3.257327011
4.03,13.6,30,Female,English,1.393766376
18,14,31,Male,French,2.890371758
16.95,18,29,Female,English,2.830267834
8,8,30,Male,Other,2.079441542
3.19,13,18,Female,English,1.160020917
6.7,13,18,Female,English,1.902107526
15.87,15,30,Female,English,2.764430535
19.61,16.1,30,Female,English,2.97603964
11.67,10,55,Female,Other,2.457021446
6.8,11,17,Female,English,1.916922612
13.5,12.8,24,Male,English,2.602689685
7.95,12.5,33,Female,English,2.073171929
6.7,13,19,Female,English,1.902107526
13.53,14,33,Male,English,2.604909442
8.16,13,18,Male,English,2.099244169
28.8,16,33,Male,English,3.360375387
26.4,11,38,Male,English,3.27336401
25.93,15,42,Female,English,3.2554006
13.44,12,64,Female,English,2.598235335
19.26,13.6,39,Male,English,2.958030406
8.5,8,53,Male,Other,2.140066163
9,8,43,Male,English,2.197224577
12,12,21,Female,English,2.48490665
11.25,11.5,30,Male,English,2.420368129
6,13,17,Female,Other,1.791759469
8.89,10,62,Male,English,2.18492705
26.4,17,39,Male,English,3.27336401
11.96,10.5,48,Female,Other,2.481567749
25.6,16,40,Male,English,3.242592351
23.04,15.5,56,Female,English,3.137231836
7.5,12.5,39,Female,English,2.014903021
22.2,12,48,Female,Other,3.100092289
6.85,11,18,Male,English,1.924248652
7.75,13,37,Male,English,2.047692843
12,13,22,Male,English,2.48490665
6.85,13,32,Female,English,1.924248652
22.5,15.4,62,Female,English,3.113515309
30.24,19,43,Female,English,3.409165551
13.02,13,37,Female,Other,2.566486637
26.48,15,33,Male,English,3.276389731
11.52,12,46,Male,Other,2.444084655
17.76,12,42,Female,French,2.876948738
15.32,7,62,Male,English,2.729159164
6.49,18.3,24,Female,English,1.870262531
6.46,15.3,28,Female,English,1.865629318
11,12,26,Female,English,2.397895273
7,12.5,34,Female,English,1.945910149
16.8,15,40,Male,English,2.821378886
21,16.5,47,Female,English,3.044522438
13,12,29,Female,English,2.564949357
26.35,14,36,Female,English,3.271468275
13.38,12,45,Female,English,2.593761055
15,19,40,Female,English,2.708050201
14.8,15,42,Male,English,2.694627181
27.03,14,32,Male,French,3.29694736
14.09,13,31,Male,English,2.645465326
11.43,9,19,Female,English,2.436241478
4.03,10.4,17,Female,English,1.393766376
12,11,24,Male,English,2.48490665
9.6,9,52,Female,Other,2.261763098
18.65,12,28,Male,Other,2.925846146
32.16,18,40,Male,English,3.470723444
8.05,12,41,Female,English,2.085672091
8,10.4,34,Male,English,2.079441542
10,12,19,Male,English,2.302585093
7.45,14,35,Female,English,2.008214032
25.81,12,37,Male,English,3.250762014
29.98,17,44,Female,English,3.400530493
38,13,34,Male,English,3.63758616
12.6,12,40,Female,English,2.533696814
16.46,10.5,44,Female,English,2.800933195
20.64,18,50,Male,English,3.027230941
41.14,18,46,Female,English,3.716980884
10.21,14,21,Female,Other,2.323367632
9.25,8,55,Female,Other,2.224623552
17.81,14.5,42,Female,Other,2.879760097
16,13,34,Male,English,2.772588722
17.28,15,36,Male,English,2.849549763
8.5,9,62,Female,English,2.140066163
11.35,12.2,48,Female,Other,2.429217744
18.24,13.4,29,Female,English,2.903616985
24.84,15.3,33,Male,English,3.212455257
6.87,6,55,Female,Other,1.927164106
18.07,15.6,27,Male,French,2.894253105
10.2,12.5,28,Female,English,2.32238772
14.28,12,39,Male,English,2.658859957
10.29,13.6,18,Female,English,2.33117255
15.57,12,39,Female,English,2.745345986
7.64,11,31,Male,English,2.033397603
24.69,13,54,Male,English,3.206398303
14.98,16,53,Male,English,2.706715978
8,11.5,46,Female,English,2.079441542
33.6,16,36,Male,English,3.514526067
8.74,12,23,Male,English,2.16791019
26.85,12,31,Female,French,3.290265821
42.93,20,64,Male,Other,3.759570882
31.2,20,57,Male,English,3.440418095
25.34,16,29,Male,English,3.232384175
16.67,18.4,39,Male,English,2.813610697
19.2,16,51,Male,English,2.954910279
20.48,17,27,Female,English,3.0194488
9.17,9.5,63,Male,English,2.215937286
5.84,14,40,Female,Other,1.764730797
7,11,32,Male,Other,1.945910149
7,9,33,Female,English,1.945910149
10.34,13.3,41,Female,English,2.336019869
16.72,14,36,Female,English,2.816605608
9.6,11,41,Male,English,2.261763098
12,10,48,Female,Other,2.48490665
15.6,14,27,Male,English,2.747270914
24.76,15,64,Female,English,3.209229448
20.88,19,35,Male,Other,3.038791763
6.7,8,30,Female,English,1.902107526
44.28,15,59,Male,Other,3.790533108
22.08,11,54,Male,English,3.094672221
18.52,14,25,Male,English,2.918851229
16.78,14.1,35,Male,English,2.820187701
17,12,48,Female,English,2.833213344
20.16,20,56,Male,English,3.003700443
28.53,16,41,Male,English,3.350956165
6.85,10,16,Female,English,1.924248652
15.84,13,64,Male,English,2.762538386
6.98,12.8,19,Female,English,1.943048917
21.25,12,42,Male,Other,3.056356895
7.19,11.6,19,Female,Other,1.972691172
15.93,9.2,34,Female,Other,2.768204124
34.56,17,46,Male,English,3.542696944
13.44,12,39,Female,Other,2.598235335
8.09,8,41,Female,French,2.090628731
24.14,10.5,49,Male,English,3.183870216
21.38,10,58,Male,English,3.062455906
13.19,10,43,Female,English,2.579458967
23.04,11,39,Female,English,3.137231836
19.2,12,50,Female,English,2.954910279
19.2,18,35,Female,English,2.954910279
14.83,10,51,Male,English,2.696652156
25.95,15,37,Female,English,3.25617161
18.57,13.5,31,Male,English,2.921547375
12.8,11.5,58,Female,English,2.549445171
18.43,20,30,Female,Other,2.913979772
15.52,17,25,Male,English,2.742129515
21.6,10,40,Male,French,3.072693315
9.2,18,27,Female,English,2.219203484
8.7,19,25,Female,English,2.163323026
15.36,12,41,Female,English,2.731766728
10,16,23,Male,English,2.302585093
9,12,32,Male,English,2.197224577
7.97,10.3,29,Male,English,2.075684493
12.13,12.5,31,Male,English,2.495681723
7.06,15.5,23,Male,English,1.954445052
26.62,17.3,40,Male,English,3.281662813
20.77,13,53,Female,English,3.033509638
20.16,12.5,30,Male,English,3.003700443
14.4,11,62,Male,English,2.667228207
6.72,10,18,Male,English,1.905088155
16.46,9.5,35,Male,French,2.800933195
10,15.2,25,Female,English,2.302585093
27.36,16,36,Male,English,3.309082093
15.84,13,61,Female,English,2.762538386
7.24,19,28,Female,English,1.979621206
10,12,22,Female,English,2.302585093
11.36,9,32,Male,English,2.430098413
7.5,12,21,Male,English,2.014903021
9.32,12.5,23,Female,English,2.232162629
34.56,19.2,51,Female,English,3.542696944
6.5,11.3,19,Male,English,1.871802177
6.75,15.3,24,Male,English,1.909542505
10.5,12,40,Female,English,2.351375257
13.44,9.5,38,Female,English,2.598235335
14.7,12.5,34,Male,English,2.687847494
17.01,13.6,32,Female,French,2.833801406
30.46,11,57,Male,English,3.416414347
17,12,31,Female,English,2.833213344
49.92,20,41,Female,English,3.910421724
14,10.2,53,Male,English,2.63905733
45.38,18,36,Male,English,3.815071479
16.96,19,28,Female,English,2.83085763
6.85,9.5,22,Female,English,1.924248652
10.71,10,52,Male,English,2.371177884
10,14.1,37,Female,French,2.302585093
10,10,30,Female,English,2.302585093
19.93,15,48,Male,Other,2.992226134
27.84,18,50,Female,English,3.326473835
21.84,17,44,Female,English,3.083743151
27.14,17.2,28,Male,Other,3.301008654
5.8,14,35,Female,English,1.757857918
7,12,30,Female,English,1.945910149
15.36,12,39,Female,English,2.731766728
6.63,13.5,22,Female,English,1.891604804
15.3,11,56,Male,English,2.727852828
4.88,12.6,20,Male,English,1.58514522
6.7,11,18,Female,English,1.902107526
22.22,9,23,Male,English,3.100992784
6.4,10.8,18,Female,English,1.85629799
21.53,10.5,38,Male,English,3.069447311
16.32,10,58,Female,English,2.79239135
14.4,14.3,30,Female,English,2.667228207
20.68,10,48,Male,English,3.02916705
14,12,23,Male,English,2.63905733
12.1,14,36,Female,English,2.493205453
15.51,11.3,32,Male,English,2.741484977
16.86,13.6,32,Male,English,2.824943953
23.04,15,33,Female,English,3.137231836
14,17.5,25,Male,English,2.63905733
13.07,11,51,Female,Other,2.570319528
16,13,37,Female,Other,2.772588722
6.79,12,35,Female,English,1.915450942
9,13.5,28,Female,English,2.197224577
9,10,38,Female,English,2.197224577
20,13,57,Male,English,2.995732274
16,13.5,22,Male,English,2.772588722
27.31,17,44,Male,English,3.307252935
29.18,16,57,Female,English,3.373483543
6.9,10,60,Male,English,1.931521412
14.63,14,23,Female,Other,2.683074215
15.78,13.6,37,Female,English,2.758743315
24.96,16,37,Male,English,3.217274544
21.06,15,59,Female,English,3.047375507
5.97,11.3,34,Female,French,1.786746927
25.72,8,57,Male,Other,3.247268899
18.41,16,28,Male,English,2.912893995
7,15.8,21,Female,English,1.945910149
15.79,19,38,Male,Other,2.759376828
10,8,54,Female,English,2.302585093
9.19,12,18,Male,English,2.218115936
19.2,12.6,33,Male,English,2.954910279
26.72,16,49,Female,French,3.285412349
10.26,13,31,Female,English,2.32825284
14.81,15,29,Male,English,2.695302628
7.5,12,38,Female,English,2.014903021
8.5,19,31,Female,English,2.140066163
16.5,12,37,Male,English,2.803360381
12.49,11,25,Female,French,2.524928324
10.47,11,29,Male,French,2.348514025
12,13,39,Female,Other,2.48490665
10,10,58,Female,English,2.302585093
25.26,15.5,48,Female,English,3.229222117
30,11,52,Female,English,3.401197382
12,12,34,Female,English,2.48490665
6.75,13,56,Female,English,1.909542505
8.99,10,18,Female,English,2.196112848
3.41,16,22,Female,English,1.226712291
9.25,11,37,Male,English,2.224623552
17.49,16,37,Male,English,2.861629289
20.11,14,39,Female,English,3.001217204
9.25,8,33,Female,Other,2.224623552
16.16,17.5,32,Female,English,2.782539053
6.78,12,19,Female,English,1.913977102
10,10,48,Female,English,2.302585093
9.5,10,39,Male,English,2.251291799
24.19,17,54,Male,Other,3.185939325
23.25,12,27,Male,English,3.146305132
24.96,17,32,Male,English,3.217274544
13.37,12,24,Male,English,2.593013391
20.34,13,32,Male,French,3.012589391
7.85,13.5,25,Female,Other,2.060513532
17.41,13.3,35,Female,English,2.857044754
12.85,12,52,Female,Other,2.553343811
12,17,27,Female,English,2.48490665
17,12,30,Male,English,2.833213344
13,12,43,Female,Other,2.564949357
7.63,12,23,Female,French,2.032087845
10.87,12.5,34,Male,Other,2.386006701
22.75,14.4,28,Male,English,3.124565145
16,11,55,Male,English,2.772588722
